Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1618525180.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618525181.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1618525181.1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1618525181.2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1618525181.3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1618525181.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1618525181.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1618525181.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1618525181.7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1618525181.8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1618525181.9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1618525182.0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1618525182.1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1618525182.2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1618525182.3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1618525182.4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1618525182.5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1618525182.6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1618525182.7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1618525182.8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1618525182.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1618525183.0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1618525183.1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1618525183.2,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1618525183.3,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1618525183.4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1618525183.5,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1618525183.6,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1618525183.7,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1618525183.8,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1618525183.9,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1618525184.0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1618525184.1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1618525184.2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
1618525184.3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
1618525184.4,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1618525184.5,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1618525184.6,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
1618525184.7,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
1618525184.8,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1618525184.9,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
1618525185.0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
1618525185.1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1618525185.2,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
1618525185.3,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
1618525185.4,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
1618525185.5,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
1618525185.6,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
1618525185.7,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
1618525185.8,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
1618525185.9,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1618525186.0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
1618525186.1,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
1618525186.2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
1618525186.3,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
1618525186.4,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
1618525186.5,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1618525186.6,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
1618525186.7,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
1618525186.8,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
