,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1618836050.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1618836050.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1618836050.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,1618836050.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1618836050.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,1618836050.9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,1618836051.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,1618836051.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,1618836051.2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,1618836051.3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,1618836051.4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,1618836051.5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,1618836051.6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,1618836051.7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
14,1618836051.8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
15,1618836051.9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,1618836052.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
17,1618836052.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
18,1618836052.2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
19,1618836052.3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
20,1618836052.4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
21,1618836052.5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
22,1618836052.6,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,1618836052.7,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
24,1618836052.8,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
25,1618836052.9,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,1618836053.0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
27,1618836053.1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
28,1618836053.2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
29,1618836053.3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
30,1618836053.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
31,1618836053.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
32,1618836053.6,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
33,1618836053.7,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
34,1618836053.8,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
35,1618836053.9,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
