Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1619473970.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619473970.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1619473971.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1619473971.1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1619473971.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1619473971.3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1619473971.4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1619473971.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1619473971.6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1619473971.7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1619473971.8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1619473971.9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1619473972.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1619473972.1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1619473972.2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1619473972.3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1619473972.4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1619473972.5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1619473972.6,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1619473972.7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1619473972.8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1619473972.9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1619473973.0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1619473973.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1619473973.2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1619473973.3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1619473973.4,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1619473973.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1619473973.6,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1619473973.7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1619473973.8,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1619473973.9,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
