Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1617833358.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617833358.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1617833358.7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1617833358.8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1617833358.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1617833359.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1617833359.1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1617833359.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1617833359.3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1617833359.4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1617833359.5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1617833359.6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1617833359.7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1617833359.8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1617833359.9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1617833360.0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1617833360.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1617833360.2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1617833360.3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1617833360.4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1617833360.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1617833360.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1617833360.7,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1617833360.8,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1617833360.9,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1617833361.0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1617833361.1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1617833361.2,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1617833361.3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1617833361.4,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1617833361.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1617833361.6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1617833361.7,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
