,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1616626685.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1616626685.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1616626685.9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,1616626686.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1616626686.1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,1616626686.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,1616626686.3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,1616626686.4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,1616626686.5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,1616626686.6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,1616626686.7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,1616626686.8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,1616626686.9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,1616626687.0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
14,1616626687.1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
15,1616626687.2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,1616626687.3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
17,1616626687.4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
18,1616626687.5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
19,1616626687.6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
20,1616626687.7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
21,1616626687.8,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
22,1616626687.9,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,1616626688.0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
24,1616626688.1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
25,1616626688.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,1616626688.3,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
27,1616626688.4,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
28,1616626688.5,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
29,1616626688.6,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
30,1616626688.7,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
31,1616626688.8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
32,1616626688.9,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
33,1616626689.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
34,1616626689.1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
35,1616626689.2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
36,1616626689.3,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
37,1616626689.4,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
38,1616626689.5,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
39,1616626689.6,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
40,1616626689.7,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
41,1616626689.8,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
42,1616626689.9,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
43,1616626690.0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
44,1616626690.1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
45,1616626690.2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
46,1616626690.3,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
47,1616626690.4,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
48,1616626690.5,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
49,1616626690.6,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
50,1616626690.7,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
51,1616626690.8,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
52,1616626690.9,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
53,1616626691.0,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
54,1616626691.1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
55,1616626691.2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
56,1616626691.3,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
57,1616626691.4,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
58,1616626691.5,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
59,1616626691.6,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
60,1616626691.7,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61,1616626691.8,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
62,1616626691.9,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
63,1616626692.0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
64,1616626692.1,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
65,1616626692.2,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
66,1616626692.3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,1616626692.4,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
68,1616626692.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
69,1616626692.6,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
70,1616626692.7,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
71,1616626692.8,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
72,1616626692.9,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
73,1616626693.0,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
