Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1616539642.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616539642.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1616539642.7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1616539642.8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1616539642.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1616539643.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1616539643.1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1616539643.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1616539643.3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1616539643.4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1616539643.5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1616539643.6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1616539643.7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1616539643.8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1616539643.9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1616539644.0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1616539644.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1616539644.2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1616539644.3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1616539644.4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1616539644.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1616539644.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1616539644.7,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1616539644.8,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1616539644.9,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1616539645.0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1616539645.1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1616539645.2,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1616539645.3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1616539645.4,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1616539645.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
