Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1615246903.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615246903.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1615246904.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1615246904.1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1615246904.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1615246904.3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1615246904.4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1615246904.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1615246904.6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1615246904.7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1615246904.8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1615246904.9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1615246905.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1615246905.1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1615246905.2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1615246905.3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1615246905.4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1615246905.5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1615246905.6,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1615246905.7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1615246905.8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1615246905.9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1615246906.0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1615246906.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1615246906.2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1615246906.3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1615246906.4,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1615246906.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1615246906.6,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1615246906.7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1615246906.8,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1615246906.9,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1615246907.0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1615246907.1,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
1615246907.2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
1615246907.3,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
