Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1618872678.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618872678.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1618872678.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1618872678.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1618872678.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1618872678.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1618872678.6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1618872678.7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1618872678.8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1618872678.9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1618872679.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1618872679.1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1618872679.2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1618872679.3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1618872679.4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1618872679.5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1618872679.6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1618872679.7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1618872679.8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1618872679.9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1618872680.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1618872680.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1618872680.2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1618872680.3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
