Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1619733056.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619733056.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1619733056.4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1619733056.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1619733056.6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1619733056.7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1619733056.8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1619733056.9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1619733057.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1619733057.1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1619733057.2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1619733057.3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1619733057.4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1619733057.5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1619733057.6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1619733057.7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1619733057.8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1619733057.9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1619733058.0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1619733058.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1619733058.2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1619733058.3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1619733058.4,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1619733058.5,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1619733058.6,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1619733058.7,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1619733058.8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1619733058.9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1619733059.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
1619733059.1,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1619733059.2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1619733059.3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1619733059.4,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1619733059.5,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
1619733059.6,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
1619733059.7,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1619733059.8,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1619733059.9,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
1619733060.0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
1619733060.1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1619733060.2,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
1619733060.3,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
1619733060.4,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1619733060.5,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
1619733060.6,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
1619733060.7,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
1619733060.8,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
1619733060.9,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
1619733061.0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
1619733061.1,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
1619733061.2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1619733061.3,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
1619733061.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
1619733061.5,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
1619733061.6,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
